loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti
24000,24000,24000.0,60,18.64,617.83,E,E1,4,OWN,125000.0,Verified,Dec-11,Charged Off,debt_consolidation,22.49
23000,23000,22975.0,60,12.69,519.68,B,B5,10,MORTGAGE,80000.0,Verified,Dec-11,Current,debt_consolidation,29.83
12000,12000,12000.0,36,16.77,426.47,D,D2,5,RENT,68000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,17.61
18000,18000,18000.0,60,18.25,459.54,D,D5,10,MORTGAGE,63000.0,Verified,Dec-11,Fully Paid,debt_consolidation,19.68
20000,20000,19975.0,60,17.58,503.32,D,D4,7,RENT,48000.0,Verified,Dec-11,Fully Paid,credit_card,17.15
14850,14850,14850.0,36,8.9,471.54,A,A5,8,RENT,31500.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,21.9
15000,15000,14750.0,60,18.25,382.95,D,D5,10,MORTGAGE,65000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,10.45
12650,12650,12400.0,36,8.9,401.68,A,A5,10,MORTGAGE,87504.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,11.9
17500,17500,17500.0,36,13.49,593.79,C,C1,5,RENT,58000.0,Not Verified,Nov-11,Fully Paid,credit_card,10.97
21000,21000,20975.0,60,16.77,519.32,D,D2,10,RENT,53000.0,Verified,Dec-11,Current,debt_consolidation,14.72
15000,15000,14900.0,60,15.96,364.46,C,C5,6,MORTGAGE,115000.0,Verified,Dec-11,Fully Paid,debt_consolidation,23.7
15000,15000,14975.0,60,17.27,374.97,D,D3,10,RENT,41000.0,Not Verified,Dec-11,Current,credit_card,16.13
9500,9500,9375.0,36,6.03,289.14,A,A1,10,MORTGAGE,35000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,7.78
13000,13000,12975.0,60,17.27,324.98,D,D3,7,RENT,49920.0,Not Verified,Dec-11,Fully Paid,credit_card,15.31
12000,12000,11925.0,60,14.27,280.91,C,C2,10,RENT,57500.0,Verified,Dec-11,Charged Off,debt_consolidation,13.75
8000,8000,8000.0,36,7.9,250.33,A,A4,5,RENT,80000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,15.21
6400,6400,6375.0,60,19.42,167.51,E,E3,3,RENT,21996.0,Verified,Dec-11,Current,other,6.06
10000,10000,9725.0,36,8.9,317.54,A,A5,8,RENT,60000.0,Not Verified,Dec-11,Fully Paid,credit_card,7.24
12000,12000,12000.0,36,14.27,411.71,C,C2,6,RENT,55000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,9.25
4125,4125,4125.0,36,11.71,136.44,B,B3,1,RENT,25000.0,Source Verified,Dec-11,Fully Paid,credit_card,22.99
7000,7000,7000.0,36,6.0,217.88,B,B5,2,RENT,75000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,18.83
6000,6000,6000.0,36,8.9,190.52,A,A5,1,OWN,37000.0,Source Verified,Nov-11,Fully Paid,small_business,13.82
14300,14300,14300.0,60,11.71,316.01,B,B3,10,RENT,30000.0,Verified,Dec-11,Current,credit_card,26.96
33000,33000,33000.0,36,18.64,1203.66,E,E1,1,MORTGAGE,115000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,7.11
17625,17625,17625.0,60,17.58,443.55,D,D4,10,RENT,43000.0,Verified,Dec-11,Current,credit_card,27.27
6000,6000,6000.0,36,6.03,182.62,A,A1,5,MORTGAGE,59000.0,Not Verified,Nov-11,Fully Paid,other,11.39
10000,10000,9725.0,36,16.77,355.39,D,D2,10,MORTGAGE,40000.0,Verified,Nov-11,Charged Off,debt_consolidation,9.57
1500,1500,1500.0,36,12.42,50.13,B,B4,1,RENT,80000.0,Not Verified,Nov-11,Fully Paid,moving,13.39
13200,13200,13200.0,36,11.71,436.61,B,B3,5,RENT,31500.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,20.99
25000,25000,25000.0,60,19.03,648.93,E,E2,7,MORTGAGE,68000.0,Verified,Dec-11,Fully Paid,credit_card,22.08
6000,6000,6000.0,36,8.9,190.52,A,A5,1,OWN,24000.0,Source Verified,Nov-11,Fully Paid,credit_card,1.05
5150,5150,5150.0,36,6.62,158.13,A,A2,2,MORTGAGE,28800.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,23.38
5000,5000,4750.0,36,11.71,165.38,B,B3,2,RENT,45500.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,11.42
21625,21625,21350.0,60,12.69,488.62,B,B5,10,RENT,54000.0,Verified,Dec-11,Fully Paid,debt_consolidation,29.09
18000,18000,17975.0,36,7.9,563.23,A,A4,4,RENT,50000.0,Verified,Dec-11,Charged Off,debt_consolidation,15.07
5000,5000,5000.0,60,11.71,110.5,B,B3,5,MORTGAGE,84000.0,Not Verified,Nov-11,Current,other,7.81
3000,3000,3000.0,36,11.71,99.23,B,B3,7,MORTGAGE,49152.0,Source Verified,Dec-11,Fully Paid,home_improvement,22.51
7500,7500,7500.0,36,17.58,269.57,D,D4,10,RENT,38400.0,Not Verified,Nov-11,Fully Paid,major_purchase,20.88
5000,5000,5000.0,36,14.65,172.48,C,C3,1,OWN,75000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,13.06
15000,15000,15000.0,60,12.69,338.93,B,B5,5,RENT,60000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,4.68
12000,12000,12000.0,36,10.65,390.88,B,B2,2,RENT,42000.0,Not Verified,Nov-11,Fully Paid,credit_card,19.43
14000,14000,13975.0,36,8.9,444.55,A,A5,2,MORTGAGE,31500.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,13.83
10200,10200,10200.0,36,6.62,313.18,A,A2,3,MORTGAGE,64000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,17.03
14000,14000,14000.0,60,8.9,289.94,A,A5,1,MORTGAGE,68124.0,Not Verified,Dec-11,Current,debt_consolidation,11.45
15000,15000,15000.0,36,18.64,547.12,E,E1,1,OWN,48000.0,Verified,Dec-11,Fully Paid,debt_consolidation,11.25
2700,2700,2700.0,36,14.27,92.64,C,C2,3,RENT,24000.0,Not Verified,Nov-11,Fully Paid,credit_card,24.6
16000,16000,15975.0,60,18.64,411.89,E,E1,1,RENT,55000.0,Source Verified,Dec-11,Fully Paid,credit_card,19.03
18000,18000,17750.0,36,17.58,646.96,D,D4,3,MORTGAGE,85500.0,Verified,Nov-11,Fully Paid,debt_consolidation,17.67
12000,12000,12000.0,60,12.42,269.49,B,B4,10,RENT,57000.0,Verified,Nov-11,Fully Paid,credit_card,6.69
7500,7500,7500.0,36,12.69,251.59,B,B5,9,RENT,40000.0,Not Verified,Nov-11,Charged Off,debt_consolidation,15.21
1800,1800,1800.0,36,7.51,56.0,A,A3,10,MORTGAGE,90000.0,Verified,Nov-11,Fully Paid,debt_consolidation,28.31
12000,12000,12000.0,36,11.71,396.92,B,B3,10,RENT,120000.0,Source Verified,Dec-11,Fully Paid,major_purchase,3.44
8000,8000,8000.0,60,19.03,207.66,E,E2,10,RENT,108000.0,Source Verified,Dec-11,Charged Off,other,17.3
6250,6250,6200.0,36,7.9,195.57,A,A4,6,RENT,21000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,21.77
11000,11000,11000.0,36,13.49,373.24,C,C1,6,RENT,108000.0,Not Verified,Nov-11,Fully Paid,car,6.83
20000,20000,20000.0,36,12.69,670.9,B,B5,8,RENT,75000.0,Verified,Dec-11,Fully Paid,debt_consolidation,11.18
20000,20000,19975.0,60,19.91,528.88,E,E4,1,RENT,41600.0,Verified,Dec-11,Charged Off,debt_consolidation,15.35
3775,3775,3775.0,36,15.27,131.37,C,C4,1,OWN,22300.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,21.42
6000,6000,6000.0,36,6.03,182.62,A,A1,10,MORTGAGE,110000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,1.32
15000,15000,15000.0,36,13.49,508.96,C,C1,8,MORTGAGE,42000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,7.83
16750,16750,16750.0,60,12.42,376.16,B,B4,5,MORTGAGE,42000.0,Not Verified,Dec-11,Current,debt_consolidation,23.83
7750,7750,7750.0,36,7.51,241.11,A,A3,10,MORTGAGE,90000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,8.69
7000,7000,7000.0,36,14.27,240.17,C,C2,4,RENT,65000.0,Not Verified,Nov-11,Fully Paid,credit_card,10.91
9800,9800,9800.0,36,12.69,328.74,B,B5,10,MORTGAGE,88000.0,Verified,Dec-11,Fully Paid,home_improvement,10.79
25000,25000,25000.0,36,7.9,782.26,A,A4,5,MORTGAGE,90000.0,Verified,Dec-11,Fully Paid,home_improvement,2.44
4000,4000,4000.0,36,11.71,132.31,B,B3,6,RENT,32993.73,Not Verified,Nov-11,Charged Off,credit_card,12.37
13200,13200,13200.0,60,17.58,332.19,D,D4,9,MORTGAGE,80000.0,Not Verified,Dec-11,Current,credit_card,15.33
12000,12000,12000.0,36,6.03,365.23,A,A1,9,RENT,50000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,18.89
21575,21575,21550.0,60,23.91,619.55,G,G4,10,RENT,54480.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,18.5
3300,3300,3300.0,36,14.65,113.84,C,C3,1,RENT,66000.0,Not Verified,Dec-11,Fully Paid,moving,11.6
5400,5400,5400.0,36,15.27,187.91,C,C4,5,RENT,112000.0,Verified,Nov-11,Fully Paid,debt_consolidation,13.17
12000,12000,12000.0,36,12.42,400.99,B,B4,5,RENT,85000.0,Verified,Nov-11,Fully Paid,debt_consolidation,16.8
16000,16000,15975.0,60,15.27,382.92,C,C4,8,MORTGAGE,45200.0,Verified,Dec-11,Fully Paid,debt_consolidation,19.67
16250,16250,16250.0,36,12.42,543.0,B,B4,5,RENT,53000.0,Not Verified,Dec-11,Charged Off,credit_card,15.94
12000,12000,12000.0,36,15.27,417.58,C,C4,3,MORTGAGE,60000.0,Not Verified,Nov-11,Fully Paid,credit_card,11.8
6000,6000,6000.0,36,8.9,190.52,A,A5,3,RENT,82000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,24.23
10000,10000,10000.0,36,7.51,311.11,A,A3,1,RENT,50000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,2.54
20000,20000,19975.0,60,12.69,451.9,B,B5,2,RENT,80000.0,Source Verified,Dec-11,Fully Paid,small_business,5.23
12000,12000,12000.0,36,12.69,402.54,B,B5,2,RENT,35000.0,Not Verified,Nov-11,Fully Paid,credit_card,12.48
13200,13200,13200.0,36,12.42,441.09,B,B4,2,RENT,40000.0,Verified,Nov-11,Fully Paid,debt_consolidation,12.54
11625,11625,11625.0,60,19.03,301.76,E,E2,7,RENT,32000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,23.44
15000,15000,15000.0,36,13.49,508.96,C,C1,4,MORTGAGE,100000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,20.41
18000,18000,18000.0,36,13.49,610.75,C,C1,2,MORTGAGE,60000.0,Verified,Dec-11,Fully Paid,debt_consolidation,16.72
8300,8300,8300.0,36,8.9,263.56,A,A5,1,RENT,30000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,3.8
7000,7000,7000.0,36,15.27,243.59,C,C4,4,RENT,50000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,9.77
35000,35000,34987.27101,60,19.91,925.54,E,E4,7,MORTGAGE,175000.0,Source Verified,Dec-11,Charged Off,home_improvement,11.2
18000,18000,18000.0,60,17.27,449.97,D,D3,7,RENT,42000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,19.83
10800,10800,10800.0,36,6.03,328.71,A,A1,5,OWN,45000.0,Source Verified,Nov-11,Fully Paid,major_purchase,1.63
20000,20000,20000.0,36,9.91,644.5,B,B1,1,RENT,58000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,9.39
10000,10000,10000.0,36,12.42,334.16,B,B4,2,RENT,36000.0,Source Verified,Dec-11,Fully Paid,major_purchase,13.33
18000,18000,18000.0,36,15.27,626.36,C,C4,10,RENT,82570.0,Not Verified,Nov-11,Fully Paid,credit_card,20.19
10000,10000,10000.0,60,13.49,230.05,C,C1,10,MORTGAGE,60000.0,Not Verified,Dec-11,Fully Paid,car,13.32
7200,7200,7200.0,36,12.42,240.59,B,B4,6,RENT,49000.0,Source Verified,Dec-11,Fully Paid,credit_card,11.07
5000,5000,5000.0,36,7.9,156.46,A,A4,5,OWN,21600.0,Not Verified,Nov-11,Fully Paid,home_improvement,6.44
25000,25000,25000.0,60,17.58,629.14,D,D4,3,RENT,60000.0,Source Verified,Dec-11,Charged Off,debt_consolidation,5.68
8375,8375,8375.0,36,7.51,260.56,A,A3,10,MORTGAGE,50400.0,Verified,Dec-11,Fully Paid,medical,21.14
30000,30000,29700.0,60,20.89,809.75,F,F1,5,MORTGAGE,100000.0,Verified,Dec-11,Charged Off,debt_consolidation,24.14
19075,19075,19050.0,60,20.89,514.87,F,F1,10,RENT,48000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,17.38
1200,1200,1200.0,36,12.42,40.1,B,B4,9,RENT,29000.0,Not Verified,Nov-11,Fully Paid,other,18.95
15000,15000,15000.0,60,17.27,374.97,D,D3,10,MORTGAGE,70666.08,Verified,Dec-11,Fully Paid,debt_consolidation,20.82
3000,3000,3000.0,36,12.42,100.25,B,B4,5,RENT,75500.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,16.2
35000,35000,34961.84689,60,18.64,901.01,E,E1,10,RENT,85602.0,Verified,Dec-11,Charged Off,debt_consolidation,20.66
8000,8000,8000.0,36,7.9,250.33,A,A4,10,MORTGAGE,67200.0,Not Verified,Nov-11,Fully Paid,home_improvement,4.54
16000,16000,15225.0,36,7.9,500.65,A,A4,4,MORTGAGE,117996.0,Verified,Nov-11,Fully Paid,home_improvement,9.09
10000,10000,9975.0,36,10.65,325.74,B,B2,8,RENT,39870.0,Not Verified,Nov-11,Fully Paid,home_improvement,19.74
27050,27050,27025.0,36,13.49,917.82,C,C1,4,RENT,60000.0,Verified,Dec-11,Fully Paid,small_business,21.34
8000,8000,8000.0,36,18.25,290.23,D,D5,1,RENT,35000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,6.0
7500,7500,7250.0,36,16.29,264.76,D,D1,3,RENT,48000.0,Source Verified,Nov-11,Fully Paid,wedding,13.05
12000,12000,12000.0,36,16.29,423.61,D,D1,5,MORTGAGE,105000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,11.7
8500,8500,8500.0,36,8.9,269.91,A,A5,1,RENT,27120.0,Not Verified,Dec-11,Fully Paid,home_improvement,19.56
12000,12000,11925.0,60,15.27,287.19,C,C4,10,MORTGAGE,54000.0,Not Verified,Dec-11,Charged Off,debt_consolidation,12.47
10000,10000,9750.0,36,11.71,330.76,B,B3,2,RENT,60000.0,Not Verified,Nov-11,Fully Paid,credit_card,12.16
15000,15000,14975.0,60,18.25,382.95,D,D5,4,OWN,57960.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,17.17
15000,15000,15000.0,36,14.27,514.64,C,C2,6,RENT,40000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,17.46
10000,10000,10000.0,36,16.77,355.39,D,D2,9,MORTGAGE,77000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,11.13
35000,35000,34975.0,60,19.03,908.5,E,E2,10,MORTGAGE,150000.0,Verified,Dec-11,Fully Paid,home_improvement,24.74
12000,12000,11750.0,36,9.91,386.7,B,B1,4,MORTGAGE,75000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,3.38
35000,35000,35000.0,60,19.42,916.03,E,E3,10,MORTGAGE,76519.82,Verified,Dec-11,Current,debt_consolidation,20.89
6800,6800,6800.0,36,20.3,253.76,E,E5,7,RENT,80000.0,Not Verified,Nov-11,Fully Paid,credit_card,24.21
30000,30000,30000.0,36,17.27,1073.62,D,D3,1,RENT,171600.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,11.78
12000,12000,12000.0,36,7.51,373.33,A,A3,1,RENT,45204.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,18.79
18725,18725,18450.0,60,17.27,468.09,D,D3,9,MORTGAGE,52000.0,Verified,Dec-11,Charged Off,debt_consolidation,23.35
13000,13000,13000.0,60,15.27,311.12,C,C4,1,RENT,40000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,13.5
18000,18000,18000.0,36,12.42,601.48,B,B4,10,MORTGAGE,170000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,14.24
12000,12000,12000.0,36,12.42,400.99,B,B4,5,RENT,62400.0,Not Verified,Nov-11,Fully Paid,credit_card,16.85
16500,16500,16475.0,60,11.71,364.62,B,B3,5,MORTGAGE,33000.0,Verified,Dec-11,Charged Off,small_business,3.13
8000,8000,8000.0,60,21.67,219.46,F,F3,4,RENT,45000.0,Verified,Dec-11,Current,other,6.69
35000,35000,35000.0,60,19.42,916.03,E,E3,10,OWN,137000.0,Verified,Dec-11,Current,credit_card,18.11
18000,18000,18000.0,36,11.71,595.37,B,B3,2,MORTGAGE,52000.0,Verified,Dec-11,Fully Paid,home_improvement,7.45
20000,20000,20000.0,36,12.69,670.9,B,B5,10,MORTGAGE,60000.0,Verified,Nov-11,Fully Paid,credit_card,17.56
12000,12000,11950.0,36,7.51,373.33,A,A3,10,MORTGAGE,350000.0,Verified,Dec-11,Fully Paid,debt_consolidation,10.01
12000,12000,12000.0,36,7.51,373.33,A,A3,8,MORTGAGE,74000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,15.41
1000,1000,1000.0,36,9.91,32.23,B,B1,10,RENT,74000.0,Source Verified,Nov-11,Fully Paid,other,10.33
20000,20000,19750.0,36,12.69,670.9,B,B5,5,RENT,72000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,6.38
24000,24000,24000.0,36,16.29,847.21,D,D1,4,RENT,48000.0,Verified,Dec-11,Fully Paid,debt_consolidation,6.7
15000,15000,15000.0,60,13.49,345.08,C,C1,10,MORTGAGE,54000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,21.6
12000,12000,12000.0,36,11.71,396.92,B,B3,8,RENT,34000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,16.8
17000,17000,17000.0,36,12.42,568.06,B,B4,6,MORTGAGE,50000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,13.94
12000,12000,11750.0,36,12.42,400.99,B,B4,6,MORTGAGE,77000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,9.69
20000,20000,20000.0,60,21.28,544.23,F,F2,10,RENT,165000.0,Verified,Dec-11,Fully Paid,debt_consolidation,4.96
24000,24000,23975.0,36,12.69,805.08,B,B5,1,RENT,100450.0,Verified,Dec-11,Fully Paid,credit_card,23.13
7500,7500,7500.0,36,6.62,230.28,A,A2,9,MORTGAGE,47000.0,Not Verified,Dec-11,Fully Paid,credit_card,16.77
20000,20000,19950.0,60,14.65,472.14,C,C3,5,RENT,48000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,12.65
7000,7000,7000.0,60,15.96,170.08,C,C5,6,MORTGAGE,130500.0,Not Verified,Dec-11,Fully Paid,major_purchase,11.26
12800,12800,12800.0,60,17.58,322.12,D,D4,2,RENT,99000.0,Not Verified,Dec-11,Fully Paid,debt_consolidation,19.05
3000,3000,3000.0,36,6.03,91.31,A,A1,10,MORTGAGE,50000.0,Not Verified,Nov-11,Fully Paid,major_purchase,11.93
10000,10000,10000.0,36,12.42,334.16,B,B4,3,RENT,65000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,19.86
8400,8400,8125.0,60,8.9,173.97,A,A5,4,MORTGAGE,65508.0,Source Verified,Nov-11,Current,debt_consolidation,7.44
15000,15000,15000.0,36,6.03,456.54,A,A1,4,OWN,53481.36,Not Verified,Nov-11,Fully Paid,credit_card,10.81
30000,30000,30000.0,60,22.06,829.6,F,F4,5,MORTGAGE,80000.0,Verified,Dec-11,Fully Paid,credit_card,14.7
12000,12000,12000.0,36,7.51,373.33,A,A3,10,MORTGAGE,109000.0,Not Verified,Dec-11,Fully Paid,major_purchase,6.3
11125,11125,11125.0,36,13.49,377.48,C,C1,4,MORTGAGE,75000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,15.63
20000,20000,20000.0,60,14.27,468.17,C,C2,4,MORTGAGE,40000.0,Verified,Dec-11,Fully Paid,house,0.6
3525,3525,3525.0,36,6.62,108.24,A,A2,2,RENT,26000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,12.92
3000,3000,3000.0,36,7.51,93.34,A,A3,2,RENT,64000.0,Not Verified,Nov-11,Fully Paid,moving,14.89
19800,19800,19800.0,60,21.67,543.15,F,F3,10,OWN,170000.0,Verified,Dec-11,Current,home_improvement,1.61
10000,10000,10000.0,36,10.65,325.74,B,B2,10,RENT,40000.0,Not Verified,Nov-11,Fully Paid,credit_card,24.15
5000,5000,5000.0,36,9.91,161.13,B,B1,4,MORTGAGE,101000.0,Not Verified,Nov-11,Fully Paid,other,10.7
3000,3000,3000.0,36,12.69,100.64,B,B5,10,RENT,105000.0,Verified,Dec-11,Fully Paid,debt_consolidation,13.84
11200,11200,11200.0,36,14.27,384.26,C,C2,6,MORTGAGE,50000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,13.51
4800,4800,4800.0,36,7.9,150.2,A,A4,1,RENT,60000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,14.44
6000,6000,6000.0,36,12.42,200.5,B,B4,6,RENT,37500.0,Verified,Nov-11,Fully Paid,debt_consolidation,24.99
3500,3500,3500.0,36,9.91,112.79,B,B1,10,RENT,39000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,20.71
13350,13350,13350.0,60,17.27,333.73,D,D3,7,OWN,55000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,20.53
15000,15000,15000.0,36,11.71,496.14,B,B3,10,RENT,33800.0,Not Verified,Nov-11,Fully Paid,other,9.73
20000,20000,19925.0,60,12.69,451.9,B,B5,7,RENT,40000.0,Verified,Dec-11,Current,debt_consolidation,15.48
25000,25000,25000.0,36,7.9,782.26,A,A4,8,OWN,84000.0,Source Verified,Dec-11,Fully Paid,other,19.07
5600,5600,5600.0,36,6.03,170.44,A,A1,6,RENT,49000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,16.29
25000,25000,25000.0,60,17.27,624.95,D,D3,10,RENT,50400.0,Verified,Dec-11,Current,debt_consolidation,21.07
16000,16000,15975.0,36,13.49,542.89,C,C1,6,MORTGAGE,50000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,20.09
24000,24000,24000.0,36,7.51,746.66,A,A3,9,MORTGAGE,75000.0,Verified,Dec-11,Fully Paid,other,11.81
14000,14000,14000.0,60,13.49,322.07,C,C1,10,MORTGAGE,67000.0,Source Verified,Dec-11,Current,credit_card,24.73
2400,2400,2400.0,36,17.27,85.89,D,D3,5,RENT,13288.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,8.76
11500,11500,11475.0,36,7.51,357.78,A,A3,1,RENT,57000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,9.12
2100,2100,2100.0,36,14.65,72.44,C,C3,5,RENT,60000.0,Verified,Nov-11,Fully Paid,major_purchase,7.66
14000,14000,14000.0,60,13.49,322.07,C,C1,5,OWN,65500.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,23.87
12800,12800,12800.0,60,13.49,294.47,C,C1,4,RENT,45000.0,Not Verified,Dec-11,Current,debt_consolidation,16.59
8000,8000,8000.0,36,7.51,248.89,A,A3,2,RENT,42000.0,Not Verified,Nov-11,Charged Off,debt_consolidation,7.71
12400,12400,12400.0,60,21.28,337.42,F,F2,7,RENT,50000.0,Source Verified,Dec-11,Fully Paid,other,15.77
15000,15000,15000.0,36,17.58,539.14,D,D4,7,OWN,89000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,4.38
7200,7200,7175.0,36,8.9,228.63,A,A5,4,RENT,60000.0,Verified,Nov-11,Fully Paid,credit_card,10.62
8000,8000,8000.0,36,7.9,250.33,A,A4,1,RENT,72000.0,Source Verified,Nov-11,Fully Paid,major_purchase,9.32
10000,10000,10000.0,36,9.91,322.25,B,B1,6,MORTGAGE,30000.0,Source Verified,Dec-11,Fully Paid,wedding,22.88
21200,21200,21200.0,36,12.42,708.41,B,B4,10,MORTGAGE,60000.0,Verified,Dec-11,Charged Off,small_business,21.18
9300,9300,9300.0,60,14.27,217.7,C,C2,10,MORTGAGE,75000.0,Source Verified,Dec-11,Fully Paid,other,3.62
21500,21500,21475.0,60,19.03,558.08,E,E2,4,RENT,43000.0,Verified,Dec-11,Charged Off,debt_consolidation,18.28
15000,15000,15000.0,60,14.65,354.1,C,C3,8,RENT,55000.0,Not Verified,Dec-11,Fully Paid,credit_card,17.21
30000,30000,30000.0,60,20.89,809.75,F,F1,4,RENT,68000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,16.91
19125,19125,19125.0,60,15.27,457.7,C,C4,1,RENT,54000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,23.18
17000,17000,16975.0,36,14.65,586.41,C,C3,1,MORTGAGE,60000.0,Verified,Nov-11,Fully Paid,debt_consolidation,20.9
20000,20000,20000.0,60,12.42,449.15,B,B4,1,RENT,80000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,15.48
5000,5000,4975.0,36,7.51,155.56,A,A3,1,RENT,58000.0,Source Verified,Nov-11,Fully Paid,moving,3.7
5000,5000,5000.0,36,14.27,171.55,C,C2,3,OWN,35000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,7.95
3800,3800,3800.0,36,18.25,137.86,D,D5,4,RENT,40000.0,Source Verified,Nov-11,Fully Paid,credit_card,19.11
5000,5000,5000.0,36,6.62,153.52,A,A2,10,RENT,37513.0,Not Verified,Nov-11,Charged Off,debt_consolidation,10.84
29000,29000,28975.0,60,17.58,729.8,D,D4,10,MORTGAGE,58000.0,Verified,Dec-11,Fully Paid,debt_consolidation,8.88
12000,12000,12000.0,36,10.65,390.88,B,B2,10,MORTGAGE,75000.0,Not Verified,Nov-11,Fully Paid,credit_card,17.47
14000,14000,13975.0,60,17.58,352.32,D,D4,1,MORTGAGE,100000.0,Verified,Dec-11,Current,car,10.01
23000,23000,23000.0,36,13.49,780.41,C,C1,10,RENT,80000.0,Verified,Nov-11,Fully Paid,debt_consolidation,22.63
14000,14000,14000.0,36,12.69,469.63,B,B5,10,RENT,62000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,14.73
5000,5000,5000.0,36,11.71,165.38,B,B3,9,RENT,26000.0,Source Verified,Dec-11,Fully Paid,debt_consolidation,13.48
2500,2500,2500.0,36,13.49,84.83,C,C1,2,MORTGAGE,54000.0,Source Verified,Nov-11,Fully Paid,credit_card,23.67
12000,12000,12000.0,36,11.71,396.92,B,B3,3,RENT,46000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,21.42
19800,19800,19550.0,60,11.71,437.55,B,B3,9,MORTGAGE,96000.0,Not Verified,Dec-11,Fully Paid,major_purchase,3.65
22000,22000,21950.0,60,18.25,561.66,D,D5,10,MORTGAGE,75000.0,Verified,Dec-11,Fully Paid,debt_consolidation,18.9
15000,15000,15000.0,36,13.49,508.96,C,C1,2,RENT,45000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,16.4
7200,7200,7200.0,36,13.49,244.3,C,C1,1,MORTGAGE,114000.0,Source Verified,Nov-11,Charged Off,debt_consolidation,12.12
10000,10000,10000.0,36,16.77,355.39,D,D2,2,MORTGAGE,100000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,4.24
